,sensor_id,latency
290,pressure,0.04247
291,humidity,0.119307
292,temperature,0.041782
293,pressure,0.040294
294,humidity,0.137919
295,temperature,0.039644
296,pressure,0.042592
297,humidity,0.153173
298,temperature,0.04238
299,pressure,0.081502
300,humidity,0.170296
301,temperature,0.043245
302,pressure,0.099069
303,humidity,0.189246
304,temperature,0.048952
305,pressure,0.116325
306,humidity,0.040321
307,temperature,0.041972
308,pressure,0.135053
309,humidity,0.066245
310,temperature,0.042489
311,pressure,0.04934
312,humidity,0.242421
313,temperature,0.100266
314,pressure,0.042248
315,humidity,0.052614
316,temperature,0.10732
317,pressure,0.042335
318,humidity,0.070114
319,temperature,0.124297
320,pressure,0.040276
321,humidity,0.089397
322,temperature,0.141943
323,pressure,0.042295
324,humidity,0.10524
325,temperature,0.04119
326,pressure,0.146053
327,humidity,0.122806
328,temperature,0.041274
329,pressure,0.046893
330,humidity,0.142181
331,temperature,0.042372
332,pressure,0.041348
333,humidity,0.158024
334,temperature,0.042307
335,pressure,0.042677
336,humidity,0.073567
337,temperature,0.1281
338,pressure,0.048103
339,humidity,0.195942
340,temperature,0.057647
341,pressure,0.042775
342,humidity,0.211963
343,temperature,0.070063
344,pressure,0.140359
345,humidity,0.127674
346,temperature,0.044178
347,pressure,0.056198
348,humidity,0.044097
349,temperature,0.040471
350,pressure,0.090498
351,humidity,0.264704
352,temperature,0.171379
353,pressure,0.051126
354,humidity,0.07792
355,temperature,0.040554
356,pressure,0.10908
357,humidity,0.300227
358,temperature,0.188583
359,pressure,0.067627
360,humidity,0.113293
361,temperature,0.04303
362,pressure,0.042793
363,humidity,0.131573
364,temperature,0.043016
365,pressure,0.059489
366,humidity,0.041908
367,temperature,0.10078
368,pressure,0.040399
369,humidity,0.166677
370,temperature,0.042835
371,pressure,0.095033
372,humidity,0.184374
373,temperature,0.040146
374,pressure,0.113106
375,humidity,0.201542
376,temperature,0.058844
377,pressure,0.131086
378,humidity,0.219628
379,temperature,0.076832
380,pressure,0.04191
381,humidity,0.237433
382,temperature,0.094431
383,pressure,0.042794
384,humidity,0.221643
385,temperature,0.078637
386,pressure,0.040552
387,humidity,0.068363
388,temperature,0.065126
389,pressure,0.040156
390,humidity,0.08644
391,temperature,0.14038
392,pressure,0.040955
393,humidity,0.104266
394,temperature,0.041988
395,pressure,0.041301
396,humidity,0.12108
397,temperature,0.041011
398,pressure,0.049471
399,humidity,0.138969
400,temperature,0.042636
401,pressure,0.067532
402,humidity,0.040991
403,temperature,0.108053
404,pressure,0.041223
405,humidity,0.173615
406,temperature,0.042718
407,pressure,0.109405
408,humidity,0.192038
409,temperature,0.049816
410,pressure,0.120199
411,humidity,0.107282
412,temperature,0.043502
413,pressure,0.041087
414,humidity,0.227454
415,temperature,0.084947
416,pressure,0.042658
417,humidity,0.245457
418,temperature,0.102872
419,pressure,0.041123
420,humidity,0.058333
421,temperature,0.11249
422,pressure,0.04374
423,humidity,0.076096
424,temperature,0.129796
425,pressure,0.040953
426,humidity,0.093302
427,temperature,0.040799
428,pressure,0.04327
429,humidity,0.11002
430,temperature,0.040535
431,pressure,0.141323
432,humidity,0.128282
433,temperature,0.059431
434,pressure,0.04237
435,humidity,0.042841
436,temperature,0.043046
437,pressure,0.042754
438,humidity,0.16426
439,temperature,0.042554
440,pressure,0.095967
441,humidity,0.182249
442,temperature,0.042739
443,pressure,0.043329
444,humidity,0.043708
445,temperature,0.118581
446,pressure,0.043307
447,humidity,0.041964
448,temperature,0.067359
449,pressure,0.040586
450,humidity,0.041682
451,temperature,0.084023
452,pressure,0.04506
453,humidity,0.252901
454,temperature,0.114354
455,pressure,0.040901
456,humidity,0.04318
457,temperature,0.120196
458,pressure,0.043115
459,humidity,0.089231
460,temperature,0.13803
461,pressure,0.040114
462,humidity,0.043592
463,temperature,0.042141
464,pressure,0.132701
465,humidity,0.077859
466,temperature,0.043515
467,pressure,0.04314
468,humidity,0.136977
469,temperature,0.043043
470,pressure,0.065774
471,humidity,0.043278
472,temperature,0.10661
473,pressure,0.043593
474,humidity,0.173206
475,temperature,0.041254
476,pressure,0.101327
477,humidity,0.19047
478,temperature,0.048562
479,pressure,0.043945
480,humidity,0.051464
481,temperature,0.042741
482,pressure,0.113587
483,humidity,0.047178
484,temperature,0.04191
485,pressure,0.051761
486,humidity,0.043586
487,temperature,0.092986
488,pressure,0.043222
489,humidity,0.056909
490,temperature,0.111049
491,pressure,0.043598
492,humidity,0.045002
493,temperature,0.128945
494,pressure,0.043042
495,humidity,0.040914
496,temperature,0.043781
497,pressure,0.04269
498,humidity,0.109987
499,temperature,0.040949
500,pressure,0.041386
501,humidity,0.127428
502,temperature,0.040424
503,pressure,0.056155
504,humidity,0.14479
505,temperature,0.041119
506,pressure,0.073241
507,humidity,0.045372
508,temperature,0.043394
509,pressure,0.043416
510,humidity,0.078235
511,temperature,0.064974
512,pressure,0.045432
513,humidity,0.095799
514,temperature,0.041704
515,pressure,0.041903
516,humidity,0.215692
517,temperature,0.073054
518,pressure,0.042607
519,humidity,0.233353
520,temperature,0.099248
521,pressure,0.043487
522,humidity,0.250493
523,temperature,0.108685
524,pressure,0.040708
525,humidity,0.064021
526,temperature,0.043709
527,pressure,0.094819
528,humidity,0.118575
529,temperature,0.13542
530,pressure,0.104545
531,humidity,0.121518
532,temperature,0.144792
533,pressure,0.041659
534,humidity,0.148474
535,temperature,0.041736
536,pressure,0.042451
537,humidity,0.339334
538,temperature,0.197372
539,pressure,0.075283
540,humidity,0.152153
541,temperature,0.04334
542,pressure,0.083107
543,humidity,0.169265
544,temperature,0.044532
545,pressure,0.098968
546,humidity,0.186774
547,temperature,0.044267
548,pressure,0.115456
549,humidity,0.203958
550,temperature,0.065552
551,pressure,0.132676
552,humidity,0.2216
553,temperature,0.079398
554,pressure,0.043507
555,humidity,0.239146
556,temperature,0.097349
557,pressure,0.043556
558,humidity,0.052306
559,temperature,0.106739
560,pressure,0.043749
561,humidity,0.070253
562,temperature,0.124152
563,pressure,0.042605
564,humidity,0.043833
565,temperature,0.041632
566,pressure,0.118776
567,humidity,0.105935
568,temperature,0.043239
569,pressure,0.041251
570,humidity,0.124204
571,temperature,0.041947
572,pressure,0.052431
573,humidity,0.043713
574,temperature,0.092508
575,pressure,0.044327
576,humidity,0.042039
577,temperature,0.110167
578,pressure,0.042004
579,humidity,0.176259
580,temperature,0.043871
581,pressure,0.104628
582,humidity,0.193616
583,temperature,0.051273
584,pressure,0.124826
585,humidity,0.211472
586,temperature,0.069412
587,pressure,0.042192
588,humidity,0.2291
589,temperature,0.087146
590,pressure,0.044218
591,humidity,0.24739
592,temperature,0.105774
593,pressure,0.041338
594,humidity,0.044659
595,temperature,0.04371
596,pressure,0.091613
597,humidity,0.043756
598,temperature,0.132414
599,pressure,0.043532
600,humidity,0.096902
601,temperature,0.042017
602,pressure,0.127082
603,humidity,0.114728
604,temperature,0.04132
605,pressure,0.145453
606,humidity,0.132061
607,temperature,0.043584
608,pressure,0.063104
609,humidity,0.149373
610,temperature,0.041883
611,pressure,0.076817
612,humidity,0.165931
613,temperature,0.043768
614,pressure,0.097473
615,humidity,0.183848
616,temperature,0.043391
617,pressure,0.112457
618,humidity,0.227062
619,temperature,0.08548
620,pressure,0.043099
621,humidity,0.041781
622,temperature,0.044903
623,pressure,0.148287
624,humidity,0.047701
625,temperature,0.04251
626,pressure,0.063519
627,humidity,0.043093
628,temperature,0.044089
629,pressure,0.080857
630,humidity,0.069865
631,temperature,0.043763
632,pressure,0.041704
633,humidity,0.085222
634,temperature,0.139841
635,pressure,0.043276
636,humidity,0.103471
637,temperature,0.044131
638,pressure,0.134546
639,humidity,0.12055
640,temperature,0.043818
641,pressure,0.151611
642,humidity,0.137638
643,temperature,0.044585
644,pressure,0.069586
645,humidity,0.15605
646,temperature,0.043538
647,pressure,0.084272
648,humidity,0.173874
