,sensor_id,latency
285,humidity,0.098784
286,pressure,-0.005494
287,temperature,0.011821
288,humidity,0.016753
289,pressure,0.114318
290,temperature,-0.00682
291,humidity,-0.003261
292,pressure,0.132178
293,temperature,0.045764
294,humidity,0.049605
295,pressure,0.14919
296,temperature,0.294897
297,humidity,0.306669
298,pressure,0.023731
299,temperature,-0.010094
300,humidity,-0.005065
301,pressure,0.115995
302,temperature,0.093894
303,humidity,0.099181
304,pressure,0.207809
305,temperature,0.200565
306,humidity,0.206385
307,pressure,0.300914
308,temperature,0.090473
309,humidity,0.092792
310,pressure,0.132303
311,temperature,0.041816
312,humidity,0.346912
313,pressure,0.04719
314,temperature,0.162135
315,humidity,0.16474
316,pressure,0.062914
317,temperature,0.076526
318,humidity,0.082113
319,pressure,1.002489
320,temperature,0.71905
321,humidity,0.720675
322,pressure,0.012683
323,temperature,6.878116
324,humidity,6.883275
325,pressure,6.174991
326,temperature,5.883216
327,humidity,5.883913
328,pressure,5.175496
329,temperature,4.882785
330,humidity,4.884675
331,pressure,4.176793
332,temperature,3.88497
333,humidity,3.882385
334,pressure,3.175
335,temperature,2.883101
336,humidity,2.882342
337,pressure,2.173971
338,temperature,1.881342
339,humidity,1.880769
340,pressure,1.173263
341,temperature,0.88051
342,humidity,0.879872
343,pressure,0.171772
344,temperature,0.027303
345,humidity,0.069077
346,pressure,0.027379
347,temperature,0.109504
348,humidity,0.117765
349,pressure,0.289057
350,temperature,0.004415
351,humidity,0.005145
352,pressure,0.26989
353,temperature,-0.00814
354,humidity,-0.006363
355,pressure,0.319231
356,temperature,0.032495
357,humidity,0.034681
358,pressure,0.101061
359,temperature,0.118543
360,humidity,0.127067
361,pressure,0.011891
362,temperature,0.024898
363,humidity,0.029791
364,pressure,0.341164
365,temperature,0.05534
366,humidity,0.056457
367,pressure,0.147282
368,temperature,-0.008556
369,humidity,0.363203
370,pressure,0.065174
371,temperature,0.079239
372,humidity,0.082253
373,pressure,0.263079
374,temperature,-0.008425
375,humidity,-0.00716
376,pressure,0.200908
377,temperature,0.316018
378,humidity,0.321209
379,pressure,0.011125
380,temperature,0.025446
381,humidity,0.030817
382,pressure,0.029968
383,temperature,-0.00764
384,humidity,-0.003338
385,pressure,0.047459
386,temperature,0.060427
387,humidity,0.064987
388,pressure,0.066086
389,temperature,0.07986
390,humidity,0.087838
391,pressure,0.08068
392,temperature,0.094639
393,humidity,0.097463
394,pressure,0.099968
395,temperature,0.008792
396,humidity,0.01457
397,pressure,0.114433
398,temperature,0.027132
399,humidity,0.031494
400,pressure,0.134425
401,temperature,0.043472
402,humidity,0.046745
403,pressure,-0.010224
404,temperature,-0.011312
405,humidity,-0.004009
406,pressure,-0.008649
407,temperature,-0.008483
408,humidity,-0.003475
409,pressure,0.080746
410,temperature,0.094335
411,humidity,0.099459
412,pressure,0.200304
413,temperature,-0.009554
414,humidity,-0.007155
415,pressure,0.012422
416,temperature,0.026457
417,humidity,0.032226
418,pressure,0.03318
419,temperature,0.045428
420,humidity,0.053509
421,pressure,0.048357
422,temperature,-0.008707
423,humidity,-0.002896
424,pressure,0.068135
425,temperature,-0.008327
426,humidity,-0.007063
427,pressure,0.08272
428,temperature,0.096281
429,humidity,0.100428
430,pressure,0.104438
431,temperature,0.010869
432,humidity,0.016244
433,pressure,0.117452
434,temperature,0.030624
435,humidity,0.035525
436,pressure,0.134521
437,temperature,0.045129
438,humidity,0.050007
439,pressure,0.058399
440,temperature,-0.009154
441,humidity,-0.005253
442,pressure,-0.009327
443,temperature,0.182231
444,humidity,0.187095
445,pressure,0.186009
446,temperature,-0.011093
447,humidity,-0.004652
448,pressure,-0.011419
449,temperature,0.010681
450,humidity,0.019179
451,pressure,0.015832
452,temperature,0.029687
453,humidity,0.034589
454,pressure,-0.011816
455,temperature,0.046581
456,humidity,0.050343
457,pressure,0.050132
458,temperature,0.063411
459,humidity,0.068782
460,pressure,0.066933
461,temperature,0.080284
462,humidity,0.084908
463,pressure,0.085955
464,temperature,0.098576
465,humidity,0.10449
466,pressure,0.101836
467,temperature,0.012122
468,humidity,0.017468
469,pressure,-0.011787
470,temperature,-0.010192
471,humidity,-0.006166
472,pressure,0.136657
473,temperature,0.032521
474,humidity,0.037996
475,pressure,-0.009944
476,temperature,0.064302
477,humidity,0.070018
478,pressure,0.070834
479,temperature,0.184846
480,humidity,0.193567
481,pressure,-0.010199
482,temperature,-0.009405
483,humidity,-0.003831
484,pressure,0.438687
485,temperature,0.421913
486,humidity,0.427842
487,pressure,0.224233
488,temperature,-0.002388
489,humidity,0.000171
490,pressure,0.036129
491,temperature,0.046949
492,humidity,0.051237
493,pressure,0.05169
494,temperature,0.165866
495,humidity,0.171793
496,pressure,0.067992
497,temperature,-0.012251
498,humidity,-0.007722
499,pressure,0.084897
500,temperature,-0.011564
501,humidity,-0.006168
502,pressure,-0.011853
503,temperature,0.012744
504,humidity,0.017201
505,pressure,0.119865
506,temperature,0.033274
507,humidity,0.081661
508,pressure,0.136249
509,temperature,0.046602
510,humidity,0.051291
511,pressure,0.153432
512,temperature,0.067831
513,humidity,0.073776
514,pressure,-0.010779
515,temperature,0.081577
516,humidity,0.087288
517,pressure,0.18699
518,temperature,-0.004795
519,humidity,-0.00246
520,pressure,-8.7e-05
521,temperature,0.012441
522,humidity,0.017943
523,pressure,0.01739
524,temperature,0.029624
525,humidity,0.032454
526,pressure,0.034977
527,temperature,0.047373
528,humidity,0.051454
529,pressure,-0.011556
530,temperature,0.064415
531,humidity,0.070108
532,pressure,0.068431
533,temperature,0.081685
534,humidity,0.087818
535,pressure,-0.012053
536,temperature,-0.002908
537,humidity,0.002875
538,pressure,0.104046
539,temperature,0.014562
540,humidity,0.024628
541,pressure,0.121576
542,temperature,0.031093
543,humidity,0.037275
544,pressure,0.137929
545,temperature,0.048382
546,humidity,0.053184
547,pressure,0.154293
548,temperature,0.065556
549,humidity,0.07046
550,pressure,0.172935
551,temperature,0.083494
552,humidity,0.088754
553,pressure,0.189237
554,temperature,-0.009946
555,humidity,-0.004153
556,pressure,0.00264
557,temperature,0.015515
558,humidity,0.021563
559,pressure,0.019788
560,temperature,0.033157
561,humidity,0.039008
562,pressure,0.037636
563,temperature,0.050827
564,humidity,0.056296
565,pressure,0.005138
566,temperature,0.06931
567,humidity,0.074629
568,pressure,0.072986
569,temperature,0.086767
570,humidity,0.0968
571,pressure,0.090021
572,temperature,0.001468
573,humidity,0.005827
574,pressure,0.004072
575,temperature,0.017716
576,humidity,0.023082
577,pressure,0.021468
578,temperature,0.035709
579,humidity,0.04173
580,pressure,0.038926
581,temperature,-0.003996
582,humidity,0.000693
583,pressure,-0.012024
584,temperature,0.011323
585,humidity,0.016337
586,pressure,-0.011919
587,temperature,0.005572
588,humidity,0.009629
589,pressure,0.194354
590,temperature,-0.010412
591,humidity,-0.008746
592,pressure,0.005595
593,temperature,0.019941
594,humidity,0.02515
595,pressure,0.126185
596,temperature,-0.01171
597,humidity,-0.006069
598,pressure,0.040336
599,temperature,0.155502
600,humidity,0.159696
601,pressure,0.056691
602,temperature,0.06912
603,humidity,0.072795
604,pressure,-0.011004
605,temperature,0.086355
606,humidity,0.088348
607,pressure,0.08985
608,temperature,0.000926
609,humidity,0.00511
610,pressure,0.209393
611,temperature,-0.011133
612,humidity,-0.009749
613,pressure,-0.010853
614,temperature,0.035044
615,humidity,0.039638
616,pressure,0.038844
617,temperature,0.052328
618,humidity,0.055994
619,pressure,-0.010825
620,temperature,0.069367
621,humidity,0.074515
622,pressure,0.000165
623,temperature,0.086422
624,humidity,0.09038
625,pressure,0.089879
